id,failure
26570,0.1916847401274841
26571,0.16824609338513435
26572,0.18748316985633603
26573,0.19268026824110412
26574,0.3379689046426779
26575,0.1671496271277719
26576,0.163146575628779
26577,0.2314487674082252
26578,0.14833856086033173
26579,0.16764951190169397
26580,0.15175314136381687
26581,0.23513867047896644
26582,0.20641429017287982
26583,0.19101983402717052
26584,0.23653971842694946
26585,0.16133877624167892
26586,0.1828453489576782
26587,0.172914018176124
26588,0.20502634401438222
26589,0.18107866045636792
26590,0.19021885810363912
26591,0.2344829918439321
26592,0.24401373755466102
26593,0.1664630377049857
26594,0.16963785598547027
26595,0.2089679431579133
26596,0.23779003844726393
26597,0.16623921877045805
26598,0.2896683173232142
26599,0.17697402584983588
26600,0.19542057554838932
26601,0.22589000951190719
26602,0.3005564412177306
26603,0.18648238226014416
26604,0.166203125849526
26605,0.16973458641114045
26606,0.1384441181004101
26607,0.18948858039478753
26608,0.14501274123026903
26609,0.24141540732335118
26610,0.16981766605791343
26611,0.15930853458718888
26612,0.1415642914819686
26613,0.1920175202932919
26614,0.17981522845565712
26615,0.19428115022904532
26616,0.18881076045803014
26617,0.13959601450058
26618,0.3907185764015949
26619,0.16887186698061038
26620,0.20794759263362464
26621,0.18197029658417832
26622,0.19139606294708175
26623,0.20758443201859061
26624,0.18307522339144794
26625,0.22167593340982786
26626,0.13691992792456248
26627,0.3901310787669109
26628,0.12606439295055175
26629,0.27753232982517767
26630,0.17950542319343157
26631,0.23375230629576407
26632,0.23291098965409102
26633,0.18559989934960558
26634,0.25946624796621603
26635,0.24831825392557372
26636,0.4204492982085251
26637,0.21449042775991461
26638,0.2650473817849849
26639,0.1540981023671995
26640,0.19227990721860888
26641,0.19913149280389017
26642,0.2550133537427206
26643,0.24420445642359262
26644,0.15862075469476855
26645,0.1907950001891284
26646,0.23267799396964003
26647,0.22304514338814047
26648,0.19718369719215934
26649,0.21980779272275625
26650,0.23035201073507397
26651,0.20892999595445866
26652,0.24506656069096516
26653,0.20956373271849638
26654,0.2798518823271824
26655,0.2270100928581077
26656,0.19439789637717136
26657,0.20728020230190344
26658,0.22356746113838763
26659,0.20833208808218254
26660,0.20591975387594177
26661,0.1796484094161595
26662,0.1907271109488782
26663,0.28565116178736366
26664,0.1804329381083008
26665,0.16023334001514877
26666,0.15544619737860543
26667,0.21736250909412072
26668,0.21333635632535886
26669,0.14180974208642616
26670,0.23418371727498208
26671,0.13376737579020892
26672,0.1948595350337091
26673,0.17482889786457081
26674,0.17114702987986324
26675,0.18078717924010881
26676,0.145810523750682
26677,0.3344000053889854
26678,0.17485526267953336
26679,0.2083535556204162
26680,0.16867591008423122
26681,0.33233132399294063
26682,0.15590701112756045
26683,0.29314512839002876
26684,0.2743815057468723
26685,0.1647464254165956
26686,0.20087276756275693
26687,0.25748623906995205
26688,0.24517135788705985
26689,0.22379917742552652
26690,0.1624264288608753
26691,0.17526692283632778
26692,0.2316538630340802
26693,0.1957573628220826
26694,0.19981073122941198
26695,0.3041860986237455
26696,0.23112038154930015
26697,0.1839642142500083
26698,0.2012218782781683
26699,0.1432594338301411
26700,0.20107193910100196
26701,0.1797700231845028
26702,0.27999611355697707
26703,0.18024912887336453
26704,0.19307377249724747
26705,0.21785669686515374
26706,0.21566162688769247
26707,0.21486427367676514
26708,0.22941951879143077
26709,0.13964951366865713
26710,0.23037860453893222
26711,0.2179342862608901
26712,0.18202727647014566
26713,0.3512069712862653
26714,0.2732387073256229
26715,0.222112129269653
26716,0.1833397483103372
26717,0.17581610077469656
26718,0.22796940582344022
26719,0.2221427783134795
26720,0.16646889148556127
26721,0.13436736327753937
26722,0.31229155219550664
26723,0.1477008651487556
26724,0.2055568273694478
26725,0.22923969371861222
26726,0.1925036026502842
26727,0.16910918643356188
26728,0.17866354622640285
26729,0.196379189844155
26730,0.2203156003446311
26731,0.30506051443031296
26732,0.1778065594940518
26733,0.21342276468164226
26734,0.2199536368263541
26735,0.2813220140145798
26736,0.18030685411685854
26737,0.1867784108157206
26738,0.2133982705381876
26739,0.36186036197149013
26740,0.2015986515136917
26741,0.2865435732198475
26742,0.2459773196215031
26743,0.2582215614759708
26744,0.21552747439398978
26745,0.21235969929525195
26746,0.16119160025640966
26747,0.2218133928520813
26748,0.14440954046028048
26749,0.24180062192861107
26750,0.18181874925219788
26751,0.21906165148927612
26752,0.226084960478813
26753,0.1618318371383942
26754,0.22378089917172475
26755,0.15199304767568556
26756,0.1409486050565883
26757,0.2299089748733672
26758,0.27460323333459274
26759,0.21225342328911218
26760,0.2545377103582234
26761,0.15337356953022543
26762,0.1370137770632119
26763,0.18718737177482567
26764,0.17280944910371143
26765,0.17719883819580826
26766,0.13500443181201446
26767,0.1498011547563276
26768,0.25584253165553617
26769,0.15306416189018549
26770,0.30081347871211594
26771,0.21282010255018177
26772,0.14222332065003004
26773,0.19464763479931743
26774,0.32029040383785606
26775,0.1938004391585036
26776,0.13144007665574867
26777,0.16554792086905348
26778,0.24777902363284546
26779,0.2642096534690329
26780,0.168132002062926
26781,0.210431148089427
26782,0.2863757860105496
26783,0.3517219470615842
26784,0.1647036825370019
26785,0.19706612102985407
26786,0.14719256182519425
26787,0.15582494247981166
26788,0.19099256059459271
26789,0.2719601072658432
26790,0.14222767246342236
26791,0.25837553703515914
26792,0.25198165929498706
26793,0.25724587124020976
26794,0.18970351156119464
26795,0.21049866350498725
26796,0.19103832919077346
26797,0.18223286513049014
26798,0.19731326039419303
26799,0.24668100345202534
26800,0.25119318753575315
26801,0.2393069116104061
26802,0.21944656801677415
26803,0.199696907467659
26804,0.22588440084453668
26805,0.2344940138014286
26806,0.2583942739290449
26807,0.2285976948207102
26808,0.23826856154952114
26809,0.2852344074484289
26810,0.1927260913284455
26811,0.18551114077625386
26812,0.19597072407862892
26813,0.2146310426397982
26814,0.27374338664577963
26815,0.19821982953579342
26816,0.2670904178713649
26817,0.20919583310340562
26818,0.17231690502291894
26819,0.1748029553269383
26820,0.13118753504452024
26821,0.1548862024291595
26822,0.24762350900001434
26823,0.17711745587046618
26824,0.21967343086770302
26825,0.23966761846841025
26826,0.13993524277558003
26827,0.21648340811423752
26828,0.2821623708461026
26829,0.1438221977029843
26830,0.2385846466270149
26831,0.171354880846965
26832,0.2209626691511946
26833,0.24365560549265472
26834,0.3596540954323111
26835,0.1803673184392527
26836,0.20114516447647915
26837,0.2191056884387787
26838,0.16786252025829781
26839,0.19452303130542994
26840,0.18805213982324773
26841,0.19986223024027158
26842,0.3156397089512749
26843,0.2750340667835145
26844,0.2502292626477039
26845,0.15387057432597
26846,0.374441173604528
26847,0.2047250709103963
26848,0.166205189749762
26849,0.1949948596922804
26850,0.204253041000443
26851,0.20353346425237
26852,0.23801022660382792
26853,0.14683989817284154
26854,0.38228287237645786
26855,0.2070277764293951
26856,0.3330675823427338
26857,0.16745170245142896
26858,0.1840890990107107
